number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
2426,Автобус,Остановка,"ЛЕНИНСКИЙ ПР. [145, 229, 210, 20, 200]",ЛЕНИНСКИЙ ПР.,"Зины Портновой ул., Ленинский пр.","145,145А,","59.851262,30.256098"
2427,Автобус,Остановка,"ЛЕНИНСКИЙ ПР. [145, 229, 210, 20, 200]<",ЛЕНИНСКИЙ ПР.,"Маршала Жукова пр., Ленинский пр.","2,2А,К-41,111,201,229,","59.852575,30.222831"
2428,Троллейбус,Остановка,Ленинский пр. / пр. Маршала Жукова ,Ленинский пр. / пр. Маршала Жукова,"Маршала Жукова, Ленинский","41,46,48","59.852700,30.222900"
2429,Автобус,Остановка,"ЛЕНИНСКИЙ ПР., 72","ЛЕНИНСКИЙ ПР., 72","Ленинский проспект, улица Доблести","2,2А,К-2,К-35,К-41,К-226,К-339,","59.861016,30.181589"
2430,Автобус,Остановка,"ЛЕНИНСКИЙ ПР., УГ. КУБИНСКОЙ УЛ.","ЛЕНИНСКИЙ ПР., УГ. КУБИНСКОЙ УЛ.","Ленинский пр., ул. Кубинская","13А,62,63,156,","59.851777,30.293438"
2431,Автобус,Остановка,"ЛЕНИНСКИЙ ПР., УГ. КУБИНСКОЙ УЛ. [62]<","ЛЕНИНСКИЙ ПР., УГ. КУБИНСКОЙ УЛ.","Кубинская ул., Ленинский пр.","13А,62,63,156,","59.851357,30.292144"
2432,Автобус,Остановка,"ЛЕНИНСКИЙ ПР., УГ. ПР. ГЕРОЕВ","ЛЕНИНСКИЙ ПР., УГ. ПР. ГЕРОЕВ","проспект Героев, Ленинский проспект","2А,К-226,300,","59.864410,30.164540"
2433,Автобус,Остановка,ПР. КУЗНЕЦОВА,"ЛЕНИНСКИЙ ПР., УГ. ПР. КУЗНЕЦОВА","проспект Кузнецова, Ленинский проспект",26,"59.859552,30.189386"
2434,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,147 [114, 130]","ЛЕНИНСКИЙ ПР.,147","Ленинский пр., Конституции пл.","13А,26,62,63,114,130,156,","59.851729,30.298831"
2435,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,156 [114, 130]<","ЛЕНИНСКИЙ ПР.,156",Ленинский пр.,"13А,26,62,63,114,130,156,","59.852017,30.297920"
2436,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,55","ЛЕНИНСКИЙ ПР.,55",,"2А,142,К-226,300,К-339,","59.862522,30.173272"
2437,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,55","ЛЕНИНСКИЙ ПР.,55",,"2А,К-35,К-41,К-226,300,К-339,","59.862940,30.173080"
2438,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,79 [2]","ЛЕНИНСКИЙ ПР.,79",Ленинский пр.,"2,2А,К-2,26,К-35,К-41,К-226,К-339,","59.857656,30.195150"
2439,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,79 [2]<","ЛЕНИНСКИЙ ПР.,79",Ленинский пр.,"2,2А,К-2,26,К-35,К-41,К-226,К-339,","59.858137,30.194383"
2440,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,95","ЛЕНИНСКИЙ ПР.,95","Ленинский пр., Маршала Жукова пр.","2,2А,К-2,26,К-35,К-41,К-43,К-45,К-226,К-339,","59.852599,30.217395"
2441,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,95","ЛЕНИНСКИЙ ПР.,95",Ленинский пр.,"2,2А,К-2,26,К-35,К-41,К-43,К-45,К-226,К-339,","59.853312,30.215283"
2442,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,УГ. ВАРШАВСКОЙ УЛ. [13, 13А, 31, 187]","ЛЕНИНСКИЙ ПР.,УГ. ВАРШАВСКОЙ УЛ.","Ленинский пр., ул. Варшавская","13,13А,26,31,114,130,150,155,156,301,","59.851940,30.315360"
2443,Автобус,Остановка,"ЛЕНИНСКИЙ ПР.,УГ. ВАРШАВСКОЙ УЛ. [13, 13А, 31, 187]<","ЛЕНИНСКИЙ ПР.,УГ. ВАРШАВСКОЙ УЛ.","Варшавская ул., Ленинский пр.","13,31,150,155,301,","59.851554,30.314584"
2444,Троллейбус,Остановка,Ленинский проспект ,ЛЕНИНСКИЙ ПРОСПЕКТ,"Зины Портновой, Ленинский",20,"59.852400,30.256500"
2445,Троллейбус,Остановка,Ленинский проспект ,ЛЕНИНСКИЙ ПРОСПЕКТ,"Маршала Жукова, Ленинский","46,48,","59.851400,30.220500"
2446,Трамвай,Остановка,Ленинский проспект Т ,ЛЕНИНСКИЙ ПРОСПЕКТ,"Десантников, Ленинский",60,"59.856456,30.202878"
2447,Трамвай,Остановка,Ленинский проспект Т ,ЛЕНИНСКИЙ ПРОСПЕКТ,"Десантников ул., Ленинский пр.",60,"59.855700,30.202410"
2448,Троллейбус,Остановка,Ленинский просп. / Улица Зины Портновой ,ЛЕНИНСКИЙ ПРОСПЕКТ / УЛИЦА ЗИНЫ ПОРТНОВОЙ,"Зины Портновой, Ленинский","20,29,44,","59.851203,30.256114"
2449,Троллейбус,Остановка,"Ленинский проспект, 104 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 104","Ленинский проспект, проспект Маршала Жукова","32,35,45,","59.852080,30.223220"
2450,Троллейбус,Остановка,"Ленинский проспект, 147 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 147","Ленинский пр., Конституции пл.","29,35,44,45,","59.851750,30.298860"
2451,Троллейбус,Остановка,"Ленинский проспект, 156 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 156",Ленинский,"29,35,44,45,","59.852064,30.298272"
2452,Троллейбус,Остановка,"Ленинский проспект, 55 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 55",Ленинский проспект,"32,35,41,45,48,","59.862800,30.172470"
2453,Троллейбус,Остановка,"Ленинский проспект, 55 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 55",Ленинский проспект,"32,35,41,45,48,","59.863390,30.171460"
2454,Троллейбус,Остановка,"Ленинский проспект, 72 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 72","Ленинский проспект, улица Доблести","32,35,41,45,","59.860890,30.182400"
2455,Троллейбус,Остановка,"Ленинский проспект, 79 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 79",Ленинский проспект,"32,35,41,45,","59.858170,30.194460"
2456,Троллейбус,Остановка,"Ленинский проспект, 79 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 79",Ленинский проспект,"32,35,41,45,","59.857730,30.195120"
2457,Троллейбус,Остановка,"Ленинский проспект, 95 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 95",Ленинский проспект,"32,35,41,45,","59.853300,30.215760"
2458,Троллейбус,Остановка,"Ленинский проспект, 95 ","ЛЕНИНСКИЙ ПРОСПЕКТ, 95","Ленинский проспект, проспект Маршала Жукова","32,35,41,45,","59.852640,30.217330"
2459,Автобус,Остановка,ЛЕНИНСКОЕ,ЛЕНИНСКОЕ,H61,408,"60.231683,29.852729"
2460,Автобус,Остановка,ЛЕНИНСКОЕ,ЛЕНИНСКОЕ,"Советская ул., ул. Новая",408,"60.231570,29.852311"
2461,Автобус,Остановка,"ЛЕНИНСКОЕ, СОВЕТСКАЯ УЛ. 89","ЛЕНИНСКОЕ, СОВЕТСКАЯ УЛ. 89",H61,408,"60.199758,29.859236"
2462,Автобус,Остановка,"ЛЕНИНСКОЕ, СОВЕТСКАЯ УЛ.,89","ЛЕНИНСКОЕ, СОВЕТСКАЯ УЛ.,89",Бобровая,408,"60.199777,29.858711"
2463,Автобус,Остановка,ЛЕНСКАЯ УЛ. [21]<,ЛЕНСКАЯ УЛ.,"Индустриальный пр., Ленская ул.","4М,4МА,19,21,153,169,169А,","59.941712,30.477415"
2464,Автобус,Остановка,ЛЕНСКАЯ УЛ. [24],ЛЕНСКАЯ УЛ.,"Индустриальный пр., Ленская ул.","4М,4МА,19,21,153,169,169А,","59.941060,30.476700"
2465,Автобус,Остановка,ЛЕНСКАЯ УЛ. [24]<,ЛЕНСКАЯ УЛ.,"Коммуны ул., Ленская ул.","24,К-28к,169,","59.938751,30.503891"
2466,Трамвай,Остановка,Ленская ул.,Ленская ул.,"проспект Наставников, Ленская улица",8,"59.940399,30.489412"
2467,Трамвай,Остановка,Ленская ул.,Ленская ул.,"проспект Наставников, Ленская улица",8,"59.940574,30.489557"
2468,Автобус,Остановка,"ЛЕНСКАЯ УЛ. ПО ПР. НАСТАВНИКОВ [15, 174, 21]",ЛЕНСКАЯ УЛ. ПО ПР. НАСТАВНИКОВ,"?Наставников пр., Наставников пр.","15,21,102,153,164,174,","59.940003,30.488970"
2469,Автобус,Остановка,"ЛЕНСКАЯ УЛ. ПО ПР. НАСТАВНИКОВ [15, 174, 21]<",ЛЕНСКАЯ УЛ. ПО ПР. НАСТАВНИКОВ,"Наставников пр., Ленская ул.","15,21,28,164,174,","59.940606,30.489835"
2470,Автобус,Остановка,"ЛЕНСКАЯ УЛ. УГ. БЕЛОРУССКОЙ УЛ. [15, 174]",ЛЕНСКАЯ УЛ. УГ. БЕЛОРУССКОЙ УЛ.,"Белорусская ул., Ленская ул.","15,23,27,37,77,92,124,174,","59.939870,30.501710"
2471,Автобус,Остановка,"ЛЕНСКАЯ УЛ. УГ. БЕЛОРУССКОЙ УЛ. [15, 174]<",ЛЕНСКАЯ УЛ. УГ. БЕЛОРУССКОЙ УЛ.,"Ленская ул., Белорусская ул.","15,174,","59.939403,30.502373"
2472,Автобус,Остановка,"ЛЕНСКАЯ УЛ., 18","ЛЕНСКАЯ УЛ., 18",ул. Ленская,"21,28,153,","59.940000,30.496885"
2473,Троллейбус,Остановка,Ленская улица ,ЛЕНСКАЯ УЛИЦА,"Коммуны, Ленская","1,22,","59.938900,30.503900"
2474,Троллейбус,Остановка,Ленская улица ,ЛЕНСКАЯ УЛИЦА,"Коммуны, Ленская","1,22,","59.939500,30.504400"
2475,Троллейбус,Остановка,Ленская улица ,ЛЕНСКАЯ УЛИЦА,"Индустриальный, Ленская",43,"59.941700,30.477400"
2476,Троллейбус,Остановка,Ленская улица ,ЛЕНСКАЯ УЛИЦА,"Индустриальный проспект, Ленская улица",43,"59.941210,30.476690"
2477,Автобус,Остановка,ЛЕНСОВЕТОВСКАЯ ДОРОГА,ЛЕНСОВЕТОВСКАЯ ДОРОГА,,"179,192,196,388,","59.783128,30.433288"
2478,Автобус,Остановка,ЛЕОНТЬЕВСКАЯ УЛ.,ЛЕОНТЬЕВСКАЯ УЛ.,"Октябрьский бульвар, ул. Леонтьевская",187,"59.724040,30.409950"
2479,Автобус,Остановка,ЛЕОНТЬЕВСКАЯ УЛ. [187],ЛЕОНТЬЕВСКАЯ УЛ.,"Октябрьский бульвар, ул. Леонтьевская",187,"59.724210,30.408950"
2480,Автобус,Остановка,"ЛЕОНТЬЕВСКАЯ УЛ., УГ. СРЕДНЕЙ УЛ.","ЛЕОНТЬЕВСКАЯ УЛ., УГ. СРЕДНЕЙ УЛ.","Леонтьевская ул., Средняя ул.","371,382,385,","59.717922,30.401870"
2481,Автобус,Остановка,ЛЕРМОНТОВСКИЙ ПР.,ЛЕРМОНТОВСКИЙ ПР.,"Декабристов ул., Лермонтовский пр.","2,6,22,71,","59.925259,30.289991"
2482,Автобус,Остановка,ЛЕРМОНТОВСКИЙ ПР.,ЛЕРМОНТОВСКИЙ ПР.,"Лермонтовский пр., Садовая ул.",50,"59.920076,30.294853"
2483,Автобус,Остановка,ЛЕРМОНТОВСКИЙ ПР. [43],ЛЕРМОНТОВСКИЙ ПР.,"Рижский пр., Лермонтовский пр.",43,"59.913830,30.295995"
2484,Автобус,Остановка,"ЛЕРМОНТОВСКИЙ ПР. [49, 70, 6, 22, 2]",ЛЕРМОНТОВСКИЙ ПР.,"Садовая ул., Лермонтовский пр.","49,50,181,","59.919748,30.295739"
2485,Автобус,Остановка,"ЛЕРМОНТОВСКИЙ ПР. [49, 70, 6, 22, 2]<",ЛЕРМОНТОВСКИЙ ПР.,"Садовая ул., Лермонтовский пр.","49,181,","59.919569,30.294110"
2486,Троллейбус,Остановка,Лермонтовский пр. ,Лермонтовский пр.,"Троицкий проспект, Лермонтовский проспект","3,8,","59.916003,30.298231"
2487,Трамвай,Остановка,Лермонтовский пр. ,Лермонтовский пр.,"Троицкий проспект, Лермонтовский проспект",16,"59.915931,30.297781"
2488,Трамвай,Остановка,Лермонтовский пр. ,Лермонтовский пр.,"Садовая улица, Лермонтовский проспект",3,"59.919930,30.295650"
2489,Трамвай,Остановка,Лермонтовский пр. ,Лермонтовский пр.,"Садовая ул., Лермонтовский пр.","3,16","59.919500,30.294540"
2490,Автобус,Остановка,"ЛЕРМОНТОВСКИЙ ПР., УГ. ТРОИЦКОГО ПР.","ЛЕРМОНТОВСКИЙ ПР., УГ. ТРОИЦКОГО ПР.","Троицкий пр., Лермонтовский пр.",10,"59.916008,30.298677"
2491,Автобус,Остановка,"ЛЕРМОНТОВСКИЙ ПР.,10 []","ЛЕРМОНТОВСКИЙ ПР.,10","Лермонтовский пр., Римского-Корсакова пр.",50,"59.922754,30.292482"
2492,Автобус,Остановка,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,Приморское ш.,211,"60.166493,29.832945"
2493,Автобус,Остановка,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,Приморское ш.,211,"60.166689,29.833049"
2494,Автобус,Остановка,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,"1-го Мая, Лесная ул.",354,"59.881105,29.842950"
2495,Автобус,Остановка,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,"1-го Мая, Лесная ул.",354,"59.880841,29.843298"
2496,Автобус,Остановка,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,"Морская улица, Нагорная улица","4Л,200,348,349,","59.908320,29.809760"
